,processed,label
2781,barb corona,neu
2782,coronavirus quarantine selfisolation,neu
2783,viewing cancel favour video tour coronavirus fear take hold,neu
2784,doctor experience italy hospital patient suffer,neu
2785,money budget corona virus make sense,neu
2786,amid coronavirus concern starbucks temporarily ban personal instore cup foxbusiness,neu
2787,,neu
2788,really hear woman say didnt know coronavirus global issue,neu
2789,wonder sanctuary city high count corona virus case doesnt washington state hav,neu
2790,white house plan economic response coronavirus right official say,neu
2791,interior kibicho break silence coronavirus scare kenya,neu
2792,cruise ship strike coronavirus dock california port,neu
2793,crew member foxs next test positive coronavirus,neu
2794,possible get corona virus vaping unless youre share vape would,neu
2795,open border allow welfare dreamer enter world high coronavirus death rate,neu
2796,hear people say people health condition affect coronavirus isnt uplift ups,neu
2797,israeli prison authority announce worker work ramla prison infect,neu
2798,coronavirus send food price soar china producer price slump,neu
2799,many know coronavirus spread rapidly last month united state start see,neu
2800,idc baby get coronavirus love ima kiss sweet angel mouth,neu
2801,new case indonesia import gmt,neu
2802,libtards bunch baby,neu
2803,bill gate elon musk issue different response coronavirus lesson emotional intel,neu
2804,govt must open coronavirus,neu
2805,american demand coronavirus test grow case spread,neu
2806,think proper healthcare one would die flu coronavirus,neu
2807,originate wuhan china completely reasonable call,neu
2808,china allocate almost billion coronavirus relate funding reuters via nyt,neu
2809,australia coronavirus case rise include two member defence force,neu
2810,bitcoin price flip resistance dow jones lead coronavirus woe,neu
2811,senator youre lie coronavirus amp administration combat theres hel,neu
2812,father missouri first coronavirus patient disobey quarantine school dance,neu
2813,get office news employee need quarantine coronavirus exposure get,neu
2814,bbc news coronavirus irish patrick day parade cancel,neu
2815,legend hindu mahasabha plan gaumutra party cowdung cake fight coronavirus india,neu
2816,chance powerful tool spread coronavirus already cabinet read fro,neu
2817,one coworkers beginning symptom coronavirus high fever extreme bodyaches shes currently selfquarantined,neu
2818,italy impose unprecedented nationwide restriction million people control deadly,neu
2819,scream coronavirus thatll get crowd move,neu
2820,full list nsw coronavirus public test site suburb via provider provider,neu
2821,well china owes reparation infect world coronavirusbut attempt geobels strategy instead,neu
2822,mom nurse one mom patient test positive coronavirus didnt test corvid,neu
2823,norton ceo rus cox say coronavirus patient isolate norton brownsboro say norton plan,neu
2824,weve release late episode podcast early week help keep top,neu
2825,idk feel,neu
2826,man use think coronavirus real manmade use population seem like total hoax smh,neu
2827,next avenue coronavirus separate fact hype whats risk old people epidemiologist answ,neu
2828,postponement ipl precautionary measure coronavirus take sourav ganguly,neu
2829,coronavirus confirm case heavy equipment assoc represent terex westport firm hurt,neu
2830,coronavirus countable via,neu
2831,stress enough know anything corona virus quit make people panic,neu
2832,rutgers coronavirus announcement high school basketball final play campus,neu
2833,coronavirus patient report rancho miragehospital,neu
2834,test update kuow governor inslee announce plan state cover cost,neu
2835,hmm minus many say coronavirus data show average age passing fatal level age,neu
2836,coronavirus arrive,neu
2837,coronavirus switzerland ticino declare state emergency local switzerland,neu
2838,donald con well solution solve issue obama,neu
2839,wont say pandemic,neu
2840,coronavirus concern prompt industry conference cancellation postponement,neu
2841,actually afraid run toilet paper catch corona virus,neu
2842,impact coronavirus housing market,neu
2843,beat cancer think ima take immune system one time treatment,neu
2844,think youve get symptom covid shot health news npr,neu
2845,new second snohomish county man test positive die report,neu
2846,cant make,neu
2847,yall still watch yall eat coronavirus around,neu
2848,starbucks ban use personal cup store amid coronavirus fear,neu
2849,reason community panic coronavirus despite surge case new daily,neu
2850,italy approve billion euro anti wuhan coronavirus measure,neu
2851,heard someone say drink lot alcohol cant get coronavirus sanitize inside body thats fsu,neu
2852,leap coronavirus case test limit italy healthsystem,neu
2853,heres epas list coronavirusfighting cleaning product via,neu
2854,let cancel busy season coronavirus,neu
2855,belarus report two coronavirus case total number increase,neu
2856,waitress hot pot serve customer,neu
2857,penny call whole america approach coronavirus meet cruise line,neu
2858,government spread coronavirus theyre spread overe,neu
2859,top brit surgeon test positive coronavirus may infect hundred patient return italy,neu
2860,imagine detol help fighting true world ignorant write,neu
2861,wow human testing coronavirus vaccine start next month,neu
2862,hey whats come future stop drama get job,neu
2863,scary interesting,neu
2864,cpac attendee test positive coronavirus white house say trump penny close proximity,neu
2865,hot tip maybe stick clorox wipe antimicrobial soap ward coronavirus keep essent,neu
2866,africa sun hear white say theyll move africa corona virus say,neu
2867,coronavirus symptom diagnosis treatment amp vaccine status via,neu
2868,coronavirus force worlds large workfromhome experiment via,neu
2869,people test positive coronavirus visit philippine less confi,neu
2870,without recent change still would risk corona virus spread tactile conta,neu
2871,ceo cancel coronavirus,neu
2872,update bernie sander joe biden cancel rally cleveland coronavirus concern,neu
2873,actually metaphor whilst spread,neu
2874,new coronavirus hit floridas spring break,neu
2875,close friend mine reliable source living china,neu
2876,jim talent coronavirus outbreak fear put perspective rational line thinking,neu
2877,yen euro soar investor stampede safety amid coronavirus worry asahi shimbun,neu
2878,coronavirus new york auto show postpone august car news news,neu
2879,rare pic mecca empty becuz corona virus oga imma alhaji dea fear virus,neu
2880,new coronavirus put pressure pharmacy,neu
2881,start see minnesota fourth case announce,neu
2882,say call chinese thats racist,neu
2883,indeed imagine living country government try cover coronavirus rather contain quickly,neu
2884,columbia psychiatrys talk anxiety surround coronavirus even though might,neu
2885,tim hortons scrap roll rim cup coronavirus concern ctv,neu
2886,coronavirus ryanair stop italy flight nation lockdown,neu
2887,imagine coronavirus reoccurring virus think cure virus actually back int,neu
2888,wan get rich broke key support likely selloff stabilize fear,neu
2889,health care network send email say test coronavirus patient sympt,neu
2890,south africa coronavirus first covid patient home selfisolating nicd,neu
2891,italy record high single toll coronavirus live update,neu
2892,luxury property market respond coronavirus,neu
2893,bbc news coronavirus italian bar austria stop spread,neu
2894,great democrat government handle corona virus threat trump stumble fails,neu
2895,pritzker call insurer cover coronavirus treatmentsand blue cross complies,neu
2896,prevent fear coronavirus spread mission travel,neu
2897,fda ftc warn jim bakker show six others stop sell fraudulent coronavirus drug food drug adminis,neu
2898,british minister dorries test positive new coronavirus realnews magazine,neu
2899,even pathetic today midst coronavirus debacle trump lash,neu
2900,queen university operate normal follow positive coronavirus diagnosis,neu
2901,break news government official suck mushroom penis talk,neu
2902,authorize new emergency measure spread entire region,neu
2903,yall stop talk market crash due coronavirus like get people die,neu
2904,,neu
2905,coronavirus italian patient recovers discharge soon,neu
2906,coronavirus,neu
2907,important notice face mask people coronavirus people without every,neu
2908,reaction coronavirus get hand,neu
2909,read northern europe united state act fast duly,neu
2910,per covidia main unified community within broad coronavirus wasteland think nuketown,neu
2911,pier morgan could stumble coronavirus horror story via,neu
2912,wuhan coronavirus azerbaijan secure truck driver traffic police,neu
2913,korea infection decline mass testing coronavirus test trace isolate,neu
2914,prepared coronavirus could devastate homeless community,neu
2915,chinabased artiste affect coronavirus,neu
2916,coronavirus start could outbreak grow big,neu
2917,millionaire brexiteer arron bank attempt profit coronavirus scram news,neu
2918,break man test positive united state reporter via,neu
2919,people die day car accident total global death count coronavirus since epidemic,neu
2920,dumbass would think stand president,neu
2921,earth nancy coronavirus originate china,neu
2922,new warn coronavirus scam misc delivery scam scam publish sca,neu
2923,never mind trump coronavirus show elect competent state local official vital,neu
2924,cant see message briefing always call chinese coronavirus pivot back tax,neu
2925,growth likely yoy growth inspite coronavirus amp oil price,neu
2926,uber lyft issue coronavirus warning driver feel leave lurch,neu
2927,blockchainbased education platform offer school strike coronavirus odem hop platform fac,neu
2928,,neu
2929,leader say time pull stop,neu
2930,live update coronavirus case rise across world,neu
2931,coronavirus death announce florida department health,neu
2932,coronavirus cause everything cancel except student loan,neu
2933,trump surprise staff promise tuesday announcement coronavirus stimulus,neu
2934,prevent spread coronavirus covid personal care home manitoba,neu
2935,britain see first death person underlying health condition pass away,neu
2936,italy plague corona virus congress party plague sonia virus entire italy troubleso ent,neu
2937,poop port potty week chance get coronavirus decrease exponentially,neu
2938,may show really got coronavirus,neu
2939,coronavirus patient resident tulsa travel italy four family member test wel,neu
2940,new story coronavirus concern stymie live music performance sxsw,neu
2941,coronavirus get flight cheap comee,neu
2942,coronavirus ruin world cup blow football currently,neu
2943,coronavirus consiglio fvg sanificati aula uffici pronti termoscanner,neu
2944,update family coronavirus,neu
2945,new story npr trump sign coronavirus emergency funding bill cancel trip cdc,neu
2946,coronavirus leave wing know,neu
2947,tell get pay dollar get coronavirus infect science get college,neu
2948,test kit corona virus day incubation period beginning,neu
2949,vin diesel coronavirus fast amp furious daughter amp friendship via,neu
2950,cambridge city staff coronavirus work group theres meeting department head thursday,neu
2951,dans panier une pomme pourrie suffit lenlever pour garantir panier sain,neu
2952,coronavirus gon party today,neu
2953,australia people diagnose coronavirus upon return usa yeah trump stop right,neu
2954,weve see china yuan write coronavirus time last month,neu
2955,say coronavirus impeachment scam next,neu
2956,clip trump deny whos coronavirus death rate base hunch call coronavirus,neu
2957,palestine new case coronavirus confirm number infected case hit,neu
2958,cdc travel advisory nation coronavirus warning,neu
2959,australian doctor demand coronavirus plan say feel woefully unprepared,neu
2960,bishop swarbrick issue liturgical decree diocese lancaster light covid coronavirus,neu
2961,tesco town least one case apparently good amount,neu
2962,trump put life risk penny enable yale psychiatrist,neu
2963,world health organization declare coronavirus pandemic mean beyond politics,neu
2964,take reservation day coronavirus scare end please take reservation number,neu
2965,get coffee whole food thing due corona virus cant use refill,neu
2966,coronavirus live update chinas jinping visit wuhan global death toll top unknown author via,neu
2967,embattle twitter chief dorsey reconsiders move amid coronavirus concernsgadgets,neu
2968,autonomous robot help kill coronavirus hospital,neu
2969,wasnt corona virus allahs revenge non believersor something like,neu
2970,american death report far trump like coronavirus could good economy way,neu
2971,jezuz,neu
2972,coronavirus two strain one deadly new scientist,neu
2973,time like bring bad best let make best,neu
2974,dad tell shot whiskey keep coronavirus away,neu
2975,apparently kellyanne expose coronavirus,neu
2976,cdc old american stock supply stay home amid wuhan coronavirus,neu
2977,iran report new case new death coronavirus past hour lookner,neu
2978,follow current outbreak dominate headline offer thought wider global,neu
2979,one single africanblack person confirm coronavirus yet,neu
2980,coronavirus outbreak delay completion lagosibadan rail project amaechi,neu
2981,amd south korea country contain coronavirus thus far soo whats point smh,neu
2982,nigeria sweat coronavirus spark oil fall,neu
2983,coronavirus kill simple hand sanitizer keep hand clean coronavi,neu
2984,god send coronavirus clean shit american elite,neu
2985,chiang mai cancel songkran festival,neu
2986,think coronavirus stock market crash political polarization set mind thing abo,neu
2987,bond blink first fight againstcoronavirus,neu
2988,new case poland,neu
2989,coronavirus ayurvedic perspective,neu
2990,russia accuse spread conspiracy theory coronavirus biological weapon create,neu
2991,update covid situation hong kong,neu
2992,two different type strain could cause infection worldwide accord researcher,neu
2993,appropriate coronavirus behaviour dont think appropriate ever care hygiene,neu
2994,website daily update local information coronavirus disease relevant county san,neu
2995,kent state coronavirus riot really big party since school cancel coronavirus,neu
2996,think british government corona virus couldnt come good time blame,neu
2997,kiss coronavirus quarantine,neu
2998,suspected case coronavirus identify edo lagos ogun fct kano state ncdc,neu
2999,except fact coronavirus hasnt sweep keep dream mass illness,neu
3000,big mistake coronavirus different influenza combo aerosolized,neu
3001,corona virus doesnt like warm temp guess isnt safe cold hearted bitch,neu
3002,wthr first confirm coronavirus case indiana via,neu
3003,watch haifa wehbe challenge corona virus withthis,neu
3004,whole put lockdown country try contain outbreak,neu
3005,worker leave pocket selfisolating avoid spread coronavirus,neu
3006,best thing come coronavirus people stop dirty tramp wash hand doin,neu
3007,thing chicago family know school new coronavirus,neu
3008,china give imperfect data coronavirus epidemicpompeo,neu
3009,use tactic handle call,neu
3010,outbreak appear slow country elsewhere world adop,neu
3011,ebay ban face mask hand sanitizer listing,neu
3012,midday effect travel restriction spread novel coronavirus covid outbreak,neu
3013,everyone think freak coronavirus like worry ill fine,neu
3014,call novel coronavirus cuz base one,neu
3015,health care worker worry coronavirus protection,neu
3016,less scaremongering amp pragmatic awareness amp common sense,neu
3017,response apply thing people care much opinion famous,neu
3018,see happen major closing country thousand coronavirus case,neu
3019,calm reminder friend time coronavirus crisis stay calm strong,neu
3020,cough fit closing cultural world girds coronavirus,neu
3021,trump misinform ever trump make spurious claim coronavirus phone call sean hannity,neu
3022,coronavirus mortality rate likely drop health expert say,neu
3023,use duckworth lewis method determine outcome,neu
3024,scientist use rna genetic code track spread infect,neu
3025,stable genius tell corona virus clear next month gon ahead book cruise april,neu
3026,thats call corona virus sapporo virus,neu
3027,parent please read important information regard coronavirus,neu
3028,cancel save life horse amp people,neu
3029,president shake hand independence see harm cause,neu
3030,think coronavirus end presidency,neu
3031,coronavirus force scarf maker move operation west michigan,neu
3032,two compete forceshopes central bank move coronavirus uncertaintyare drive notable rise,neu
3033,trump make spurious claim coronavirus phone call sean hannity cnn,neu
3034,two coronavirus case confirm bring state total six,neu
3035,microsoft say two employee contract thecoronavirus,neu
3036,royal family keep crack joke coronavirus intern,neu
3037,work hard disinfect keep safe corona virus,neu
3038,delhi bus metro disinfect regular basis thwart spread coronavirus sayskejriwal,neu
3039,coronavirus shake,neu
3040,anyone travel flight cheap come back coronavirus get zombie treatment,neu
3041,apparently iran top list affected country planet earth,neu
3042,prior coronavirus kick help infection control team video process hand wash,neu
3043,modis appeal people stay away rumour regard coronavirus,neu
3044,baja californias health department report suspect coronavirus case border state mexicali age,neu
3045,north korea quarantine nearly amid coronavirus fear,neu
3046,mkhize say ready deal corona virus say tembisa hospital remove,neu
3047,hotel china hold coronavirus victim quarantine collapse daily mail online,neu
3048,reminder vast number medical professional downplay pandemic inconven,neu
3049,whitmer say coronavirus test michigan fully cover insurance,neu
3050,coronavirus dashboard interested provide current information update every ten minute,neu
3051,coronavirus expert question early mortality rate,neu
3052,let talk something quieter calm coronavirus bit like professional hockey,neu
3053,newsom issue coronavirus warn cruise ship evacs continue,neu
3054,coronavirus restaurant owner first singaporean infect covid thailand,neu
3055,good job isi sympathizer deal seriousness coronavirus enough let loose,neu
3056,eastern daily press coronavirus norfolk nampn hospital confirm two staff selfisolation health,neu
3057,second princess cruise ship possible coronavirus onboard hold offshore near san francisco,neu
3058,mean nice way prepared lol,neu
3059,commentary public health official sound worried coronavirus seasonal flu,neu
3060,person test positive today ghaziabad admit ram manohar lohia,neu
3061,holi event cancel light coronavirus outbreak,neu
3062,need know coronavirus covid,neu
3063,coronavirus plan warren focus worker right protect uninsured,neu
3064,army coronavirus check return trip abroad src rmw,neu
3065,cabinet minister insist transition period extend,neu
3066,corona virus perfect example show nothing world take seriously unless powerful state directly affect,neu
3067,fan really reach seth rollins popcorn bucket everything kind kid,neu
3068,whats coronavirus presidency human existence,neu
3069,doctor order test nowhere send stack,neu
3070,senate pass billion package fight coronavirus,neu
3071,whats gon happen olympics year,neu
3072,break penny say people aboard tested positive crew,neu
3073,still people call hoax,neu
3074,minnesota report second coronavirus case,neu
3075,imagine since inception covid pandemic,neu
3076,hisaab lahoriyon maiday hain corona virus door cancer tak nai hona,neu
3077,audacity touch hand philly thats corona virus,neu
3078,gym sign coronavirus say theyre monitor health agency recommendation fukers close gon ape,neu
3079,italy factor say test sonia gandhi family coronavirus,neu
3080,new york gov andrew cuomo declare state emergency confirm case coronavirus state,neu
3081,early coronavirus panic spread costco pull,neu
3082,trump muddle coronavirus message response team struggle match wishful thinking cnn,neu
3083,supply coronavirus double whammy oil production major cut require rise beckon imho,neu
3084,really practice preach,neu
3085,rest ramlal carry corona virus,neu
3086,late jornal twitter luis favre thanks,neu
3087,good sober thread link dramatic response need head,neu
3088,show near seattle postpone weekend due coronavirus concern clear dont lol,neu
3089,lincoln class might online dont know might coronavirus,neu
3090,ask someone corona virus want make,neu
3091,spot health authority clearly say people coronavirus,neu
3092,coronavirus prompt boom risky china share placement,neu
3093,coronavirus doesnt need viral marketing,neu
3094,ask middle schooler kid hear anything get time wash hand duri,neu
3095,many trump property willing commandeer quarantine,neu
3096,coronavirus update global case near appeal action via new york time,neu
3097,try get first coronavirus case oakland county michigan,neu
3098,china smartphone sale drop thanks coronavirus,neu
3099,yeah especially coronavirus furries inert plushies,neu
3100,global economy face grave threat since crisis coronavirusspreads,neu
3101,beware behavioural trigger coronavirus cause client,neu
3102,declares covid pandemic,neu
3103,news planning outbreak,neu
3104,covid coronavirus disease information kent state university hows economy though,neu
3105,democratic lawmaker call republican apologize bigoted coronavirus language,neu
3106,coronavirus disease covid world data,neu
3107,important thread,neu
3108,want refuse work get send home full pay potential coronavirus,neu
3109,ugh trudeau nothing say nothing covid pledge fight cov,neu
3110,buy boba lover coffee designingsharing realtime covid map thanks map,neu
3111,opinion far americans stop coronavirus,neu
3112,coronavirus live update outbreak spread east coast see first death new york time,neu
3113,corona chanje bagay konya veye kote wap mete men,neu
3114,spread four syrian province syrian regime complete secrecy,neu
3115,malaga film festival postpone indefinitely coronavirus,neu
3116,liberal outlet downplay strong job report elevate coronavirus fear via,neu
3117,spy tsla,neu
3118,pulsetoday conduct short survey look effect coronavirus far potential impact,neu
3119,coronavirus vaccine available next month chinese scientist reveal national regulation,neu
3120,wouldnt ironic drumpf contract coronavirus buffet line jaralardo,neu
3121,,neu
3122,join tonight march cst coronavirus townhall meeting discuss fact amp fea,neu
3123,coronavirus tambo international airport whilst health official lunch,neu
3124,guy suppose protect coronavirus coronavirusremarkable,neu
3125,still zero case greenland safe place planet accord,neu
3126,late nouvelles moyenorient thanks,neu
3127,,neu
3128,iran mullah coronavirus lie,neu
3129,airport security check international flight coronavirus,neu
3130,wyoming doesnt report coronavirus case arent real dont know proof need,neu
3131,somewhere yesterday someone diagnose washed,neu
3132,trump rail democrat hoax american brace coronavirusdisruptions,neu
3133,coronavirus may cause death within hour,neu
3134,image via shutterstock medical staffin iran show dance break deal coronavirus outbre,neu
3135,tge coronavirus might find shh,neu
3136,bolsonaro inventou coronavirus,neu
3137,buzz coronavirus big fat quiz year,neu
3138,way time prevent coronavirus back,neu
3139,first coronavirus case washington church rector christ church georgetown present,neu
3140,create corona virus china thats problem,neu
3141,truth coronavirus,neu
3142,acu cpac attendee test positive coronavirus provide bizsvcs,neu
3143,doctor percent coronavirus victim well,neu
3144,rlly question everything every youre immune corona virus tweet ive see ive,neu
3145,friend friend get corona virus,neu
3146,aid still dey think corona virus disease wey dey killjust kidding,neu
3147,coughing start think yall get coronavirus,neu
3148,awesomecapital parallax health plan coronavirus test,neu
3149,tomorrow write frege foucault graphic design march epoch issue coronavirus data analysis preppin,neu
3150,university pretoria halt biometric access system help stop spread coronavirus,neu
3151,think contain,neu
3152,state department warn traveler take cruise ship vacation,neu
3153,midst coronavirus epidemic solution isnt avoid tripsits smart,neu
3154,coronavirus new data introduces hope via,neu
3155,consider flexibility regard corona virus choose different mode,neu
3156,test free large illinois health insurer,neu
3157,ubanksyfan post come coronavirus pandemic hundred thousand evangelical christian goi,neu
3158,problem since thomas cook price flight double plus corona virus,neu
3159,order federal health official treat toplevel coronavirus meeting classify unusual step,neu
3160,coronavirus nahh fam busy toe toe pollen allergy might sneeze death though,neu
3161,really hop lot coronavirus stuff clear summer cause tbh tom arent sure,neu
3162,babe mean corona virussafe,neu
3163,declare coronavirus global pandemic live update,neu
3164,late canada news view thanks,neu
3165,california democrat governor praise president trump response coronavirus,neu
3166,coronavirus cancellation stanford university cinequest take action stanford university cinequest film,neu
3167,delay test set back coronavirus response,neu
3168,currently fdaapproved vaccine prevent urge new yorkers ignore offer promise,neu
3169,coronavirus troop send new york containment zone hmmmartial law anyone,neu
3170,real flight still available milan,neu
3171,nowadays spread society due virusmuch loss occur human,neu
3172,russia accuse spread conspiracy theory coronavirus biological weapon create,neu
3173,article must read,neu
3174,late cybele negris daily,neu
3175,update covid cabinet secretary chair high level review meeting,neu
3176,coronavirus disrupts factory india curbs export key drug,neu
3177,coronavirus mark tipping point virtual event,neu
3178,corona virus case seem political involvement set create sense,neu
3179,coronavirus,neu
3180,coronavirus update confirm case india italy restrict million people india news time india,neu
3181,personally think fan allow anfield day liverpool win league due coronavirus,neu
3182,every state surround aware coronavirus bulldozer plow entire community,neu
3183,apparently coronavirus aka roni arrive dmv someone reply elmofire gif thats,neu
3184,teacher offer extra credit make tik tok protect corona virus,neu
3185,,neu
3186,receive email congressman list way protect coronavirus,neu
3187,coronavirus map case confirm across country via,neu
3188,coronavirus affect travel plan via,neu
3189,maryland patient contract coronavirus egypt met student outside philadelphia others rockville,neu
3190,new york gov andrew cuomo declare state emergency confirm case coronavirus state,neu
3191,nothing mutated initially unleashed murder certain ethnic,neu
3192,ontario man attend pdac test positive covid,neu
3193,follow leader regard corona virus outbreak,neu
3194,coronavirus italian man recover eat amala agency,neu
3195,perhaps every time display graphic regard coronavirus display graphs compare outbreak,neu
3196,many local state federal elect representative level eventually get,neu
3197,bff talk corona virus talk people travel overseas bring back,neu
3198,anodyne trump disinformation ignorance spread way faster looming,neu
3199,attention army youtuber use picture call corona virus repeatedly racist,neu
3200,bucket toilet recycled glove venezuelan hospital await coronavirus unprepared,neu
3201,covid shake running world via,neu
3202,coronavirus travel advice could outbreak affect holidayplans,neu
3203,hospices respond spread coronavirus take precaution protect elderly immunocompro,neu
3204,case corona virus michigan governor call state emergency school get shut,neu
3205,purposeful move prevent immigrant protect bottom,neu
3206,coronavirus fear tank market trump worry think,neu
3207,planet quarantine race counter coronavirus via,neu
3208,almost two dozen people cruise ship dock coast test positive coronavirus four australi,neu
3209,coronavirus lockdown report italy,neu
3210,via,neu
3211,think recognition threat covid sligh,neu
3212,keep wash hand trump think corona virus look finish impeachment job,neu
3213,coronavirus italy mostaffected country europe case,neu
3214,legit question recover covid scar lung like ptb,neu
3215,rockmaraton festival likely cancel coronavirus personal,neu
3216,twitter like wan read bachelor coronavirus option,neu
3217,hey put stop practice yet gate staff still spread,neu
3218,risk cancel heres new update,neu
3219,deadbeat dad hunter biden skip schedule deposition cite coronavirus pregnant wife excuse,neu
3220,coronavirus bring crazy,neu
3221,corona virus spur growth internet thing developer try perfect live streaming experience,neu
3222,hong kong warns resident kiss pet dog contract coronavirus,neu
3223,squander time trump administration lose control coronavirus crisis fda,neu
3224,caveat mean expert coronavirus outbreak story sars outbreak worth,neu
3225,coronavirus people test positive state bringing total via,neu
3226,baton rouge number louisiana resident test positive new coronavirus grow,neu
3227,breakdown thread money coronavirus bill,neu
3228,djia coronavirus stock selloff end bull market year run,neu
3229,prepare significant spread coronavirus pmsspokesman,neu
3230,,neu
3231,trump push federal coronavirus aid oil company people billionaire via,neu
3232,wwf urge asia ban unregulated wildlife trade amid coronavirus outbreak,neu
3233,lotta coughing coronavirus,neu
3234,perfect way spread coronavirus govt take extreme step late,neu
3235,coronavirus bill overload pelosis christmastree ornament say republican vote,neu
3236,italys coronavirus death toll rise authority announce another death large daily rise,neu
3237,spread may last impact blunt,neu
3238,really feel ban premier league football incoming coronavirus please year finally win,neu
3239,novel coronavirus covid ncov information cdc jama network ama hub,neu
3240,conference may coronavirus case really regret enter face touch contest,neu
3241,chris brings coronavirus moscow,neu
3242,case georgia,neu
3243,launch new information website,neu
3244,one positive coronavirus gym empty,neu
3245,cant wait corona virus hype,neu
3246,argentina colombia peru announce traveler country worstaffected would,neu
3247,coronavirus iran first vice president jahangiri infect,neu
3248,covid aid amp politics viral fear,neu
3249,tweet prove fit novel coronavirus mean one imm,neu
3250,dems heres happen get coronavirus,neu
3251,make sure double check poll place many change due coronavirus concern vote today,neu
3252,coronavirus update ask hundred people selfquarantine,neu
3253,coronavirus manjate con mirtha legrand,neu
3254,discover medical aid cover corona virus,neu
3255,think family extend family friend die coronavirus,neu
3256,way feel conservative lose sleep one get coronavirus,neu
3257,new post airlines cut flight novel coronavirus fear publish cryptocurrencies space,neu
3258,get corona virus die anyone wan admit crush unless,neu
3259,good interview worth watch ian lipkin break coronavirus amanpour company,neu
3260,word street coronavirus damn information coronavirus away,neu
3261,really believe india titanic ship sink ultimately corona virus outbreak,neu
3262,understand low die coronavirus percentage term think far,neu
3263,india south africa india south africa odi series coronavirus safety measure fan interaction selfies,neu
3264,coronavirus next county send tweet,neu
3265,trump interrupt coronavirus brief ask fox reporter rating via,neu
3266,tool george soros agenda first coronavirus death californ,neu
3267,jrgen make sensible point topic coronavirus dickhead comment focus,neu
3268,community college doesnt know coronavirus,neu
3269,happen get coronavirus,neu
3270,covid bawumia set social medium ablaze new greet style,neu
3271,forehead look another mouth guess mutant maybe mutate coronavirus,neu
3272,think coronavirus dont insurance sabrina emms answer philadelphians,neu
3273,coronavirus yearold man ampaposrecovers diseaseampapos,neu
3274,second person die coronavirus lbc news,neu
3275,new york declare state emergency follow spike coronavirus case,neu
3276,bruh corona virus aint even deadly lmao long dont weakcompromise,neu
3277,purple ape cure coronavirus,neu
3278,county get corona virus case whole state,neu
3279,make coronavirus israel china global research,neu
3280,realize coronavirus hit washington could end whole new government sure,neu
3281,coronavirus head port authority rick cotton coronavirus via,neu
3282,corona virus scare real try buy toilet paper store,neu
3283,omg man come home early corona virus cancel class gon make time bday,neu
3284,reminder american coronavirus deaths mortality rate coronavi,neu
3285,new coronavirus concern close city suburb polling place,neu
3286,become pandemic,neu
3287,kiss people idk club cancel coronavirus suppose feel validate,neu
3288,first person catch coronavirus charles finna get bully,neu
3289,coronavirus learn keep family safe coronavirus simple tip,neu
3290,dya think cpac infect attendee maybe flag trump felt coat novel coronavirus raw,neu
3291,nba ask team play without spectator necessary amid coronavirus concern athletic report,neu
3292,asymmetric shock put eurozone test tourism,neu
3293,much want bet single primary get reschedule coronavirus concern natu,neu
3294,corona virus start die combo,neu
3295,doctor nurse icu devote save severe covid patient,neu
3296,mnuchin trump prioritize infrastructure coronavirus stimulus package,neu
3297,late financial market daily thanks,neu
3298,one bother coronavirus scare,neu
3299,people dont realize jordan peterson create coronavirus,neu
3300,postmates spin healthcare fund response coronavirus gig work become source,neu
3301,link vitamin coronavirus article reference thanks,neu
3302,head italy cogoverning democratic party test positive coronavirus,neu
3303,science lounge march cancel line national strategy corona virus containment resche,neu
3304,bangladesh sunday confirm first coronavirus case country say three people test,neu
3305,corona virus vega bye guy,neu
3306,friend hubie china tell coronavirus virus skip,neu
3307,south korea record new confirmed case novel coronavirus monday significant drop,neu
3308,senator warren coronavirus task force,neu
3309,predestine,neu
3310,time step aside let adult handle coronavirus crisis youre feed,neu
3311,tim hortons ban reusable cup coronavirus concern,neu
3312,death toll reach official launch search others potentially infect,neu
3313,wonder long lovely government start take coronavirus issue seriously start take action,neu
3314,lmaoo cardi say coronavirus tour,neu
3315,watch state gov jay inslee buck dems coronavirus narrative,neu
3316,epping boy high school sydney shut student test positive coronavirus,neu
3317,,neu
3318,people post coronavirus,neu
3319,thank corona virus one thing make white people finally wash hand,neu
3320,coronavirus make even anxious already,neu
3321,covid revenge sars,neu
3322,wonder coronavirus northern italy italian open south,neu
3323,laters mama lovely please careful meet amp greets coronavirus around,neu
3324,congo confirms first coronavirus case objectv medium patient belgian citizen congo,neu
3325,europe populist right use coronavirus challenge europe open border,neu
3326,number keep yesterday confirm coronavirus case country include,neu
3327,think coronavirus impact baseball season cancellation restriction,neu
3328,yearold man die result result first death,neu
3329,instacart offer day pay worker diagnose coronavirus,neu
3330,crew member foxs next test positive coronavirus,neu
3331,may quietly let know come trump want people die coronavirus,neu
3332,people die corona virus gas price drop sound like good news,neu
3333,coronavirus italy extend strict quarantine measure nationwide bbc news,neu
3334,dow drop point loss worsen amid declaration coronavirus global pandemic,neu
3335,goldman sachs cut sampp earnings forecast fallout,neu
3336,pollak politico continue medias quest blame trump coronavirus via,neu
3337,tourist keep coronavirus quarantine luxury maldives resort,neu
3338,trump order mike penny compliment governor washington coronavirus outbreak,neu
3339,coronavirus trend hashtag afgelopen uur,neu
3340,regulate sale pricing mask sanitisers curb panic coronavirus sign petit,neu
3341,date amid coronavirus vogue,neu
3342,coronavirus ben amp jerry postpones free cone day amid virus concern,neu
